country,date,value
ROW,01/01/2019,10.5748
ROW,01/01/2019,4.13672
ROW,01/01/2019,0.696403
ROW,01/01/2019,0.161953
ROW,01/01/2019,5.52195
ROW,01/01/2019,8.75539
ROW,02/01/2019,11.4794
ROW,02/01/2019,4.92022
ROW,02/01/2019,0.710158
ROW,02/01/2019,0.173041
ROW,02/01/2019,5.40173
ROW,02/01/2019,9.69096
ROW,03/01/2019,12.3098
ROW,03/01/2019,6.07041
ROW,03/01/2019,0.724664
ROW,03/01/2019,0.176953
ROW,03/01/2019,5.25712
ROW,03/01/2019,10.4111
ROW,04/01/2019,11.868
ROW,04/01/2019,5.82715
ROW,04/01/2019,0.742718
ROW,04/01/2019,0.174685
ROW,04/01/2019,5.28908
ROW,04/01/2019,10.3815
ROW,05/01/2019,11.902
ROW,05/01/2019,5.16723
ROW,05/01/2019,0.761415
ROW,05/01/2019,0.159259
ROW,05/01/2019,5.23728
ROW,05/01/2019,9.98547
ROW,06/01/2019,10.9709
ROW,06/01/2019,4.07599
ROW,06/01/2019,0.777221
ROW,06/01/2019,0.167224
ROW,06/01/2019,5.05164
ROW,06/01/2019,9.50177
ROW,07/01/2019,11.8599
ROW,07/01/2019,6.04154
ROW,07/01/2019,0.735582
ROW,07/01/2019,0.171606
ROW,07/01/2019,5.15708
ROW,07/01/2019,10.3732
ROW,08/01/2019,11.804
ROW,08/01/2019,6.56842
ROW,08/01/2019,0.705555
ROW,08/01/2019,0.167915
ROW,08/01/2019,5.49763
ROW,08/01/2019,10.7551
ROW,09/01/2019,11.8392
ROW,09/01/2019,6.62367
ROW,09/01/2019,0.743676
ROW,09/01/2019,0.164941
ROW,09/01/2019,5.60353
ROW,09/01/2019,10.6429
ROW,10/01/2019,11.4228
ROW,10/01/2019,6.75784
ROW,10/01/2019,0.778772
ROW,10/01/2019,0.177865
ROW,10/01/2019,5.7485
ROW,10/01/2019,10.482
ROW,11/01/2019,11.6761
ROW,11/01/2019,6.25059
ROW,11/01/2019,0.676163
ROW,11/01/2019,0.139018
ROW,11/01/2019,5.7208
ROW,11/01/2019,10.3532
ROW,12/01/2019,11.1938
ROW,12/01/2019,5.48886
ROW,12/01/2019,0.73986
ROW,12/01/2019,0.148767
ROW,12/01/2019,5.54641
ROW,12/01/2019,10.1161
ROW,13/01/2019,11.0917
ROW,13/01/2019,4.64904
ROW,13/01/2019,0.732548
ROW,13/01/2019,0.156859
ROW,13/01/2019,5.08137
ROW,13/01/2019,9.50996
ROW,14/01/2019,12.199
ROW,14/01/2019,6.72174
ROW,14/01/2019,0.726483
ROW,14/01/2019,0.167561
ROW,14/01/2019,4.80046
ROW,14/01/2019,10.6689
ROW,15/01/2019,11.6939
ROW,15/01/2019,6.95065
ROW,15/01/2019,0.702359
ROW,15/01/2019,0.166075
ROW,15/01/2019,4.96319
ROW,15/01/2019,10.8474
ROW,16/01/2019,12.1952
ROW,16/01/2019,7.05615
ROW,16/01/2019,0.645747
ROW,16/01/2019,0.141497
ROW,16/01/2019,5.19486
ROW,16/01/2019,10.9257
ROW,17/01/2019,12.0288
ROW,17/01/2019,6.91476
ROW,17/01/2019,0.703389
ROW,17/01/2019,0.169648
ROW,17/01/2019,5.23713
ROW,17/01/2019,11.0133
ROW,18/01/2019,12.3979
ROW,18/01/2019,6.45218
ROW,18/01/2019,0.71423
ROW,18/01/2019,0.169171
ROW,18/01/2019,5.50089
ROW,18/01/2019,10.8795
ROW,19/01/2019,11.7207
ROW,19/01/2019,5.81371
ROW,19/01/2019,0.757012
ROW,19/01/2019,0.152103
ROW,19/01/2019,5.71919
ROW,19/01/2019,10.3326
ROW,20/01/2019,11.2624
ROW,20/01/2019,5.35041
ROW,20/01/2019,0.742321
ROW,20/01/2019,0.15781
ROW,20/01/2019,5.83916
ROW,20/01/2019,9.59743
ROW,21/01/2019,11.5277
ROW,21/01/2019,6.8858
ROW,21/01/2019,0.731565
ROW,21/01/2019,0.168707
ROW,21/01/2019,5.77499
ROW,21/01/2019,10.3952
ROW,22/01/2019,12.4338
ROW,22/01/2019,7.10047
ROW,22/01/2019,0.789163
ROW,22/01/2019,0.171433
ROW,22/01/2019,5.68604
ROW,22/01/2019,10.9203
ROW,23/01/2019,12.2655
ROW,23/01/2019,7.12329
ROW,23/01/2019,0.888603
ROW,23/01/2019,0.175251
ROW,23/01/2019,5.23439
ROW,23/01/2019,10.8073
ROW,24/01/2019,12.0453
ROW,24/01/2019,7.17743
ROW,24/01/2019,0.872602
ROW,24/01/2019,0.176863
ROW,24/01/2019,4.96647
ROW,24/01/2019,10.9111
ROW,25/01/2019,12.0119
ROW,25/01/2019,6.48648
ROW,25/01/2019,0.886842
ROW,25/01/2019,0.179303
ROW,25/01/2019,4.80838
ROW,25/01/2019,10.9391
ROW,26/01/2019,11.9364
ROW,26/01/2019,5.96551
ROW,26/01/2019,0.89679
ROW,26/01/2019,0.159846
ROW,26/01/2019,4.55744
ROW,26/01/2019,10.355
ROW,27/01/2019,11.3388
ROW,27/01/2019,5.48673
ROW,27/01/2019,0.902884
ROW,27/01/2019,0.165
ROW,27/01/2019,4.50547
ROW,27/01/2019,9.73749
ROW,28/01/2019,11.8046
ROW,28/01/2019,7.01483
ROW,28/01/2019,0.844809
ROW,28/01/2019,0.14574
ROW,28/01/2019,4.52962
ROW,28/01/2019,10.4008
ROW,29/01/2019,12.3067
ROW,29/01/2019,7.16802
ROW,29/01/2019,0.827837
ROW,29/01/2019,0.175197
ROW,29/01/2019,4.53469
ROW,29/01/2019,10.8995
ROW,30/01/2019,12.1705
ROW,30/01/2019,7.16002
ROW,30/01/2019,0.906916
ROW,30/01/2019,0.177723
ROW,30/01/2019,4.75889
ROW,30/01/2019,10.9687
ROW,31/01/2019,12.0478
ROW,31/01/2019,7.2199
ROW,31/01/2019,0.870221
ROW,31/01/2019,0.178338
ROW,31/01/2019,4.78653
ROW,31/01/2019,10.953
ROW,01/02/2019,12.2778
ROW,01/02/2019,6.40758
ROW,01/02/2019,0.883081
ROW,01/02/2019,0.181729
ROW,01/02/2019,4.67251
ROW,01/02/2019,10.3716
ROW,02/02/2019,12.0317
ROW,02/02/2019,5.73755
ROW,02/02/2019,0.915292
ROW,02/02/2019,0.164216
ROW,02/02/2019,4.59844
ROW,02/02/2019,10.095
ROW,03/02/2019,11.4925
ROW,03/02/2019,5.28998
ROW,03/02/2019,0.912852
ROW,03/02/2019,0.168724
ROW,03/02/2019,4.71647
ROW,03/02/2019,9.4741
ROW,04/02/2019,12.0251
ROW,04/02/2019,6.57795
ROW,04/02/2019,0.887495
ROW,04/02/2019,0.17539
ROW,04/02/2019,4.81085
ROW,04/02/2019,10.0507
ROW,05/02/2019,11.9883
ROW,05/02/2019,6.77667
ROW,05/02/2019,0.839805
ROW,05/02/2019,0.179682
ROW,05/02/2019,4.84577
ROW,05/02/2019,10.3268
ROW,06/02/2019,12.4981
ROW,06/02/2019,6.81885
ROW,06/02/2019,0.906585
ROW,06/02/2019,0.177852
ROW,06/02/2019,5.07233
ROW,06/02/2019,10.6942
ROW,07/02/2019,12.77
ROW,07/02/2019,6.89268
ROW,07/02/2019,0.855356
